List1,List2
0.63326953125,0.63326953125
0.63326953125,0.619087890625
0.65775,0.65775
0.6743984375,0.6743984375
0.6915859375,0.6915859375
0.70018359375,0.70018359375
0.70018359375,0.6812109375
0.70018359375,0.678287109375
0.70018359375,0.67590234375
0.70018359375,0.6812109375
0.70018359375,0.677521484375
0.70018359375,0.6812109375
0.70018359375,0.6812109375
0.70018359375,0.6812109375
0.70018359375,0.6812109375
0.70018359375,0.6812109375
0.70018359375,0.6676171875
0.70018359375,0.679515625
0.70018359375,0.66687890625
0.70018359375,0.6684140625
0.70018359375,0.6856171875
0.70018359375,0.65637109375
0.70018359375,0.67438671875
0.70018359375,0.665421875
0.70018359375,0.651328125
0.70018359375,0.6790625
0.70018359375,0.6812109375
0.70018359375,0.6522578125
0.702609375,0.702609375
0.702609375,0.702609375
0.702609375,0.689154296875
0.70421484375,0.70421484375
0.70421484375,0.67526953125
0.70421484375,0.65947265625
0.70421484375,0.6684140625
0.70421484375,0.6464765625
0.70421484375,0.69626953125
0.70421484375,0.68818359375
0.70421484375,0.6684140625
0.70421484375,0.6684140625
0.70421484375,0.6684140625
0.70421484375,0.66384375
0.70421484375,0.6684140625
0.70421484375,0.6568359375
0.70421484375,0.6684140625
0.70421484375,0.676064453125
0.70421484375,0.6684140625
0.70421484375,0.6933515625
0.706568359375,0.706568359375
0.706568359375,0.6594140625
0.706568359375,0.628314453125
0.706568359375,0.6106953125
0.706568359375,0.616306640625
0.706568359375,0.643955078125
0.706568359375,0.64571875
0.706568359375,0.609046875
0.706568359375,0.640482421875
0.706568359375,0.63294140625
0.710625,0.710625
0.710625,0.634923828125
0.710625,0.622015625
0.710625,0.60244140625
0.710625,0.67621875
0.710625,0.64138671875
0.710625,0.650501953125
0.710625,0.6428515625
0.710625,0.58955859375
0.710625,0.62910546875
0.710625,0.6106953125
0.710625,0.59477734375
0.710625,0.59477734375
0.710625,0.59477734375
0.710625,0.62910546875
0.710625,0.65561328125
0.710625,0.60674609375
0.710625,0.669853515625
0.710625,0.58913671875
0.710625,0.60133984375
0.710625,0.60446484375
0.710625,0.59442578125
0.710625,0.59477734375
0.710625,0.6106953125
0.710625,0.59140234375
0.710625,0.59477734375
0.710625,0.59477734375
0.710625,0.60298046875
0.710625,0.61838671875
0.710625,0.6052109375
0.710625,0.6106953125
0.710625,0.62166796875
0.710625,0.63933203125
0.710625,0.6657265625
0.710625,0.5935078125
0.710625,0.68905859375
0.710625,0.662712890625
0.710625,0.6106953125
0.710625,0.6489921875
0.710625,0.67806640625
0.710625,0.664828125
0.710625,0.628484375
